"phecode","phecode_string","sex","leaf","phecode_top","category"
"270.1","Disturbances of amino-acid transport","Both",0,"270","endocrine/metabolic"
"199","Neoplasm of uncertain behavior","Both",0,"199","neoplasms"
"158","Neoplasm of unspecified nature of digestive system","Both",1,"158","neoplasms"
"199.4","Neurofibromatosis","Both",1,"199","neoplasms"
"250.13","Type 1 diabetes with ophthalmic manifestations","Both",1,"250","endocrine/metabolic"
"250.23","Type 2 diabetes with ophthalmic manifestations","Both",1,"250","endocrine/metabolic"
"250.14","Type 1 diabetes with neurological manifestations","Both",1,"250","endocrine/metabolic"
"250.24","Type 2 diabetes with neurological manifestations","Both",1,"250","endocrine/metabolic"
"250.15","Diabetes type 1 with peripheral circulatory disorders","Both",1,"250","endocrine/metabolic"
"250.25","Diabetes type 2 with peripheral circulatory disorders","Both",1,"250","endocrine/metabolic"
"250.11","Type 1 diabetes with ketoacidosis","Both",1,"250","endocrine/metabolic"
"250.21","Type 2 diabetes with ketoacidosis","Both",1,"250","endocrine/metabolic"
"252.2","Hypoparathyroidism","Both",1,"252","endocrine/metabolic"
"253.3","Diabetes insipidus","Both",1,"253","endocrine/metabolic"
"253.1","Pituitary hyperfunction","Both",0,"253","endocrine/metabolic"
"253.2","Pituitary hypofunction","Both",1,"253","endocrine/metabolic"
"255.1","Adrenal hyperfunction","Both",0,"255","endocrine/metabolic"
"255.2","Adrenal hypofunction","Both",0,"255","endocrine/metabolic"
"255.11","Cushing's syndrome","Both",1,"255","endocrine/metabolic"
"255.12","Hyperaldosteronism","Both",1,"255","endocrine/metabolic"
"255.3","Adrenogenital disorders","Both",1,"255","endocrine/metabolic"
"257.1","Testicular hypofunction","Male",1,"257","endocrine/metabolic"
"259.8","Polyglandular activity in multiple endocrine adenomatosis","Both",1,"259.8","endocrine/metabolic"
"261","Vitamin deficiency","Both",0,"261","endocrine/metabolic"
"261.1","Vitamin A deficiency","Both",1,"261","endocrine/metabolic"
"261.2","Vitamin B-complex deficiencies","Both",1,"261","endocrine/metabolic"
"261.3","Vitamin C deficiencies","Both",1,"261","endocrine/metabolic"
"261.4","Vitamin D deficiency","Both",0,"261","endocrine/metabolic"
"261.41","Rickets or osteomalacia","Both",1,"261","endocrine/metabolic"
"262","Mineral deficiency NEC","Both",1,"262","endocrine/metabolic"
"272.11","Hypercholesterolemia","Both",1,"272","endocrine/metabolic"
"272.12","Hyperglyceridemia","Both",1,"272","endocrine/metabolic"
"272.13","Mixed hyperlipidemia","Both",1,"272","endocrine/metabolic"
"272.14","Hyperchylomicronemia","Both",1,"272","endocrine/metabolic"
"274.21","Chondrocalcinosis","Both",1,"274","endocrine/metabolic"
"277.51","Lipoprotein disorders","Both",1,"277.5","endocrine/metabolic"
"276.6","Fluid overload","Both",1,"276","endocrine/metabolic"
"276.11","Hyperosmolality and/or hypernatremia","Both",1,"276","endocrine/metabolic"
"276.12","Hyposmolality and/or hyponatremia","Both",1,"276","endocrine/metabolic"
"276.13","Hyperpotassemia","Both",1,"276","endocrine/metabolic"
"276.14","Hypopotassemia","Both",1,"276","endocrine/metabolic"
"499","Cystic fibrosis","Both",1,"499","respiratory"
"275.53","Disorders of phosphorus metabolism","Both",1,"275","endocrine/metabolic"
"279.1","Immunity deficiency","Both",0,"279","endocrine/metabolic"
"279.11","Deficiency of humoral immunity","Both",1,"279","endocrine/metabolic"
"279.2","Autoimmune disease NEC","Both",1,"279","endocrine/metabolic"
"270.3","Disorders of plasma protein metabolism","Both",0,"270","endocrine/metabolic"
"270.31","Polyclonal hypergammaglobulinemia","Both",1,"270","endocrine/metabolic"
"270.32","Paraproteinemia","Both",1,"270","endocrine/metabolic"
"271.9","Other disorders of carbohydrate transport and metabolism","Both",1,"271","endocrine/metabolic"
"270.33","Amyloidosis","Both",1,"270.33","endocrine/metabolic"
"278.3","Localized adiposity","Both",1,"278","endocrine/metabolic"
"278.4","Abnormal weight gain","Both",1,"278","endocrine/metabolic"
"279.7","Other immunological findings","Both",1,"279.7","endocrine/metabolic"
"446.8","Thrombotic microangiopathy","Both",1,"446","circulatory system"
"446.7","Takayasu's disease","Both",1,"446","circulatory system"
"260.6","Anorexia","Both",1,"260.6","endocrine/metabolic"
"260.7","Polyphagia","Both",1,"260.7","endocrine/metabolic"
"285.21","Anemia in chronic kidney disease","Both",1,"285","hematopoietic"
"285.3","Sideroblastic anemia","Both",1,"285","hematopoietic"
"282.9","Other hereditary hemolytic anemias","Both",1,"282","hematopoietic"
"280.1","Iron deficiency anemias, unspecified or not due to blood loss","Both",1,"280","hematopoietic"
"280.2","Iron deficiency anemia secondary to blood loss (chronic)","Both",1,"280","hematopoietic"
"281.11","Pernicious anemia","Both",1,"281","hematopoietic"
"281.12","Other vitamin B12 deficiency anemia","Both",1,"281","hematopoietic"
"281.13","Folate-deficiency anemia","Both",1,"281","hematopoietic"
"286.8","Hypercoagulable state","Both",0,"286","hematopoietic"
"287.32","Secondary thrombocytopenia","Both",1,"287","hematopoietic"
"287.1","Spontaneous ecchymoses","Both",1,"287.1","hematopoietic"
"288.3","Eosinophilia","Both",1,"288","hematopoietic"
"327.1","Hypersomnia","Both",1,"327","neurological"
"300.8","Acute reaction to stress","Both",1,"300","mental disorders"
"300.9","Posttraumatic stress disorder","Both",1,"300","mental disorders"
"292","Neurological disorders","Both",0,"292","mental disorders"
"290.3","Other persistent mental disorders due to conditions classified elsewhere","Both",1,"290.3","mental disorders"
"290.2","Delirium due to conditions classified elsewhere","Both",1,"290","mental disorders"
"291.1","Transient mental disorders due to conditions classified elsewhere","Both",1,"291","mental disorders"
"290.11","Alzheimer's disease","Both",1,"290","mental disorders"
"290.12","Dementia with cerebral degenerations","Both",1,"290","mental disorders"
"290.13","Senile dementia","Both",1,"290","mental disorders"
"315.3","Mental retardation","Both",1,"315","mental disorders"
"313.2","Tics and stuttering","Both",1,"313","mental disorders"
"313.1","Attention deficit hyperactivity disorder","Both",1,"313","mental disorders"
"312.3","Impulse control disorder","Both",1,"312","mental disorders"
"295.2","Paranoid disorders","Both",1,"295","mental disorders"
"295.1","Schizophrenia","Both",1,"295","mental disorders"
"317.1","Alcoholism","Both",0,"317","mental disorders"
"317.11","Alcoholic liver damage","Both",1,"317","mental disorders"
"318","Tobacco use disorder","Both",1,"318","mental disorders"
"303","Psychogenic and somatoform disorders","Both",0,"303","mental disorders"
"303.1","Dissociative disorder","Both",1,"303.1","mental disorders"
"303.3","Psychogenic disorder","Both",0,"303","mental disorders"
"303.4","Somatoform disorder","Both",1,"303","mental disorders"
"304","Adjustment reaction","Both",1,"304","mental disorders"
"327.32","Obstructive sleep apnea","Both",1,"327.3","neurological"
"327.31","Central/nonobstroctive sleep apnea","Both",1,"327.3","neurological"
"327.6","Circadian rhythm sleep disorder","Both",1,"327","neurological"
"327.7","Sleep related movement disorders","Both",0,"327","neurological"
"334.2","Anterior horn cell disease","Both",0,"334","neurological"
"334.1","Spinocerebellar disease","Both",1,"334","neurological"
"345.1","Epilepsy","Both",0,"345","neurological"
"345.11","Generalized convulsive epilepsy","Both",1,"345","neurological"
"345.12","Partial epilepsy","Both",1,"345","neurological"
"345.3","Convulsions","Both",1,"345","neurological"
"290.16","Vascular dementia","Both",1,"290","mental disorders"
"361.2","Retinoschisis and retinal cysts","Both",1,"361","sense organs"
"362.23","Cystoid macular degeneration of retina","Both",1,"362","sense organs"
"362.27","Drusen (degenerative) of retina","Both",1,"362","sense organs"
"362.26","Macular puckering of retina","Both",1,"362","sense organs"
"362.7","Hereditary retinal dystrophies","Both",1,"362","sense organs"
"365.5","Pseudoexfoliation glaucoma","Both",1,"365","sense organs"
"253.4","Anterior pituitary disorders","Both",1,"253","endocrine/metabolic"
"367.8","Hypermetropia","Both",1,"367","sense organs"
"367.9","Blindness and low vision","Both",1,"367","sense organs"
"368.7","Disorders of accommodation","Both",1,"368","sense organs"
"368.3","Anisometropia","Both",1,"368","sense organs"
"368.4","Visual field defects","Both",1,"368.4","sense organs"
"368.9","Subjective visual disturbances","Both",0,"368","sense organs"
"369.2","Eye infection, viral","Both",1,"369","sense organs"
"369.5","Conjunctivitis, infectious","Both",1,"369","sense organs"
"371.3","Inflammation of eyelids","Both",0,"371","sense organs"
"371.33","Noninfectious dermatoses of eyelid","Both",1,"371","sense organs"
"371.1","Uveitis, noninfectious or NOS","Both",1,"371","sense organs"
"371.2","Conjunctivitis, noninfectious","Both",0,"371","sense organs"
"375.1","Dry eyes","Both",1,"375.1","sense organs"
"375.2","Epiphora","Both",1,"375","sense organs"
"371.9","Chronic inflammatory disorders of orbit","Both",1,"371","sense organs"
"242.3","Exophthalmos","Both",0,"242.3","endocrine/metabolic"
"364.5","Corneal dystrophy","Both",0,"364","sense organs"
"364.51","Fuchs' dystrophy","Both",1,"364","sense organs"
"364.4","Corneal degenerations","Both",0,"364","sense organs"
"364.41","Keratoconus","Both",1,"364","sense organs"
"364.1","Corneal opacity","Both",1,"364.1","sense organs"
"364.2","Corneal edema","Both",1,"364","sense organs"
"381.1","Otitis media","Both",0,"381","sense organs"
"381.2","Eustachian tube disorders","Both",1,"381","sense organs"
"381.11","Suppurative and unspecified otitis media","Both",1,"381","sense organs"
"381.3","Mastoiditis & related conditions","Both",1,"381","sense organs"
"384.4","Perforation of tympanic membrane","Both",1,"384","sense organs"
"385.5","Tympanosclerosis and middle ear disease related to otitis media","Both",1,"385","sense organs"
"386.9","Dizziness and giddiness (Light-headedness and vertigo)","Both",1,"386.9","sense organs"
"384.1","Myringitis","Both",1,"384","sense organs"
"382","Otalgia","Both",1,"382","sense organs"
"381.9","Otorrhea","Both",1,"381","sense organs"
"389.3","Degenerative and vascular disorders of ear","Both",1,"389","sense organs"
"389.4","Tinnitus","Both",1,"389","sense organs"
"389.5","Disorders of acoustic nerve","Both",1,"389","sense organs"
"352.1","Trigeminal nerve disorders [CN5]","Both",1,"352","neurological"
"352.2","Facial nerve disorders [CN7]","Both",1,"352","neurological"
"353.1","Nerve plexus lesions","Both",1,"353","neurological"
"353.2","Nerve root lesions","Both",1,"353","neurological"
"250.6","Polyneuropathy in diabetes","Both",1,"250","endocrine/metabolic"
"350.1","Abnormal involuntary movements","Both",1,"350","neurological"
"350.3","Lack of coordination","Both",1,"350","neurological"
"348.2","Cerebral edema and compression of brain","Both",1,"348","neurological"
"348.9","Other conditions of brain, NOS","Both",1,"348.9","neurological"
"355.1","Chronic pain syndrome","Both",1,"355.1","neurological"
"350.2","Abnormality of gait","Both",1,"350","neurological"
"350.5","Abnormal reflex","Both",1,"350","neurological"
"350.6","Disturbances of sensation of smell and taste","Both",1,"350.6","neurological"
"250.7","Diabetic retinopathy","Both",1,"250","endocrine/metabolic"
"480.1","Bacterial pneumonia","Both",0,"480","respiratory"
"480.11","Pneumococcal pneumonia","Both",1,"480","respiratory"
"480.3","Pneumonia due to fungus (mycoses)","Both",1,"480","respiratory"
"480.2","Viral pneumonia","Both",1,"480","respiratory"
"480.5","Bronchopneumonia and lung abscess","Both",1,"480","respiratory"
"474.2","Chronic tonsillitis and adenoiditis","Both",1,"474","respiratory"
"464","Acute sinusitis","Both",1,"464","respiratory"
"465.2","Acute pharyngitis","Both",1,"465","respiratory"
"465.4","Acute laryngitis and tracheitis","Both",1,"465","respiratory"
"496.1","Emphysema","Both",1,"496","respiratory"
"496.2","Chronic bronchitis","Both",0,"496","respiratory"
"496.21","Obstructive chronic bronchitis","Both",1,"496","respiratory"
"496.3","Bronchiectasis","Both",1,"496","respiratory"
"497","Bronchitis","Both",1,"497","respiratory"
"495.1","Chronic obstructive asthma","Both",0,"495","respiratory"
"495.11","Chronic obstructive asthma with exacerbation","Both",1,"495","respiratory"
"495.2","Asthma with exacerbation","Both",1,"495","respiratory"
"509.1","Respiratory failure","Both",1,"509","respiratory"
"509.2","Respiratory insufficiency","Both",1,"509","respiratory"
"500.1","Extrinsic allergic alveolitis","Both",1,"500","respiratory"
"500.2","Pneumoconiosis","Both",1,"500","respiratory"
"501","Pneumonitis due to inhalation of food or vomitus","Both",1,"501","respiratory"
"502","Postinflammatory pulmonary fibrosis","Both",1,"502","respiratory"
"503","Pulmonary congestion and hypostasis","Both",1,"503","respiratory"
"504","Other alveolar and parietoalveolar pneumonopathy","Both",0,"504","respiratory"
"509","Respiratory failure, insufficiency, arrest","Both",0,"509","respiratory"
"394.4","Acute rheumatic heart disease","Both",1,"394","circulatory system"
"394.2","Mitral valve disease","Both",1,"394","circulatory system"
"513.8","Disorders of diaphragm","Both",1,"513","respiratory"
"514.1","Abnormal results of function study of pulmonary system","Both",1,"514.1","respiratory"
"513.3","Hypoventilation","Both",0,"513","respiratory"
"479","Other upper respiratory disease","Both",1,"479","respiratory"
"513.31","Apnea","Both",1,"513","respiratory"
"513.32","Orthopnea","Both",1,"513","respiratory"
"513.4","Hyperventilation","Both",1,"513","respiratory"
"516.1","Hemoptysis","Both",1,"516","respiratory"
"512.3","Abnormal chest sounds","Both",1,"512","respiratory"
"512.1","Wheezing","Both",1,"512","respiratory"
"512.2","Painful respiration","Both",1,"512","respiratory"
"512.9","Other dyspnea","Both",1,"512","respiratory"
"473.1","Chronic laryngitis","Both",1,"473","respiratory"
"473.4","Voice disturbance","Both",1,"473","respiratory"
"473.3","Paralysis/spasm of vocal cords or larynx","Both",1,"473","respiratory"
"498","Acute bronchospasm","Both",1,"498","respiratory"
"475.9","Postnasal drip","Both",1,"475","respiratory"
"474.1","Acute tonsillitis","Both",1,"474","respiratory"
"401.3","Other hypertensive complications","Both",1,"401","circulatory system"
"401.22","Hypertensive chronic kidney disease","Both",1,"401","circulatory system"
"395","Heart valve disorders","Both",0,"395","circulatory system"
"396","Abnormal heart sounds","Both",1,"396","circulatory system"
"395.2","Nonrheumatic aortic valve disorders","Both",1,"395","circulatory system"
"395.1","Nonrheumatic mitral valve disorders","Both",1,"395","circulatory system"
"395.4","Nonrheumatic pulmonary valve disorders","Both",1,"395","circulatory system"
"395.3","Nonrheumatic tricuspid valve disorders","Both",1,"395","circulatory system"
"395.6","Heart valve replaced","Both",1,"395","circulatory system"
"425.1","Primary/intrinsic cardiomyopathies","Both",0,"425","circulatory system"
"425.2","Secondary/extrinsic cardiomyopathies","Both",1,"425","circulatory system"
"420.1","Myocarditis","Both",1,"420","circulatory system"
"420.2","Pericarditis","Both",0,"420","circulatory system"
"420.3","Endocarditis","Both",1,"420","circulatory system"
"420.21","Acute pericarditis","Both",1,"420","circulatory system"
"420.22","Chronic pericarditis","Both",1,"420","circulatory system"
"411.3","Angina pectoris","Both",1,"411","circulatory system"
"414","Other forms of chronic heart disease","Both",0,"414","circulatory system"
"418","Nonspecific chest pain","Both",1,"418","circulatory system"
"415.1","Acute pulmonary heart disease","Both",0,"415","circulatory system"
"415.2","Chronic pulmonary heart disease","Both",0,"415","circulatory system"
"416","Cardiomegaly","Both",1,"416","circulatory system"
"414.2","ASCVD","Both",1,"414","circulatory system"
"654.1","Abnormality of organs and soft tissues of pelvis complicating pregnancy, childbirth, or the puerperium","Female",1,"654.1","pregnancy complications"
"426.4","Anomalous atrioventricular excitation","Both",1,"426","circulatory system"
"426.8","Other cardiac conduction disorders","Both",1,"426","circulatory system"
"426.9","Cardiac pacemaker/device in situ","Both",0,"426","circulatory system"
"426.91","Cardiac pacemaker in situ","Both",1,"426","circulatory system"
"426.92","Cardiac defibrillator in situ","Both",1,"426","circulatory system"
"427.61","Supraventricular premature beats","Both",1,"427","circulatory system"
"427.3","Other specified cardiac dysrhythmias","Both",1,"427","circulatory system"
"427.7","Tachycardia NOS","Both",1,"427","circulatory system"
"427.9","Palpitations","Both",1,"427","circulatory system"
"430.1","Subarachnoid hemorrhage","Both",1,"430","circulatory system"
"430.2","Intracerebral hemorrhage","Both",1,"430","circulatory system"
"430.3","Subdural hemorrhage","Both",1,"430","circulatory system"
"433.1","Occlusion and stenosis of precerebral arteries","Both",0,"433","circulatory system"
"433.11","Occlusion of cerebral arteries, with cerebral infarction","Both",1,"433","circulatory system"
"433.12","Cerebral atherosclerosis","Both",1,"433","circulatory system"
"427.41","Ventricular fibrillation and flutter","Both",1,"427","circulatory system"
"427.42","Cardiac arrest","Both",1,"427","circulatory system"
"428.1","Congestive heart failure (CHF) NOS","Both",1,"428","circulatory system"
"008.7","Intestinal infection due to protozoa","Both",1,"008","infectious diseases"
"411.4","Coronary atherosclerosis","Both",0,"411","circulatory system"
"411.41","Aneurysm and dissection of heart","Both",1,"411","circulatory system"
"411.9","Other acute and subacute forms of ischemic heart disease","Both",1,"411","circulatory system"
"411.8","Other chronic ischemic heart disease, unspecified","Both",1,"411","circulatory system"
"433.6","Acute, but ill-defined cerebrovascular disease","Both",1,"433","circulatory system"
"433.21","Cerebral artery occlusion, with cerebral infarction","Both",1,"433","circulatory system"
"433.3","Cerebral ischemia","Both",0,"433","circulatory system"
"433.8","Late effects of cerebrovascular disease","Both",1,"433","circulatory system"
"433.31","Transient cerebral ischemia","Both",1,"433","circulatory system"
"433.5","Cerebral aneurysm","Both",1,"433","circulatory system"
"443.8","Other specified peripheral vascular diseases","Both",1,"443","circulatory system"
"442.1","Aortic aneurysm","Both",0,"442","circulatory system"
"442.2","Aneurysm of iliac artery","Both",1,"442","circulatory system"
"442.3","Aneurysm of artery of lower extremity","Both",1,"442","circulatory system"
"442.8","Aneurysm of other specified artery","Both",1,"442","circulatory system"
"442.4","Arterial dissection","Both",1,"442","circulatory system"
"444.1","Arterial embolism and thrombosis of lower extremity artery","Both",1,"444","circulatory system"
"444.5","Atheroembolism","Both",1,"444","circulatory system"
"446.1","Thromboangiitis obliterans","Both",1,"446","circulatory system"
"446.9","Arteritis NOS","Both",1,"446","circulatory system"
"452.2","Deep vein thrombosis [DVT]","Both",1,"452","circulatory system"
"454.1","Varicose veins of lower extremity","Both",0,"454","circulatory system"
"454.11","Varicose veins of lower extremity, symptomtic","Both",1,"454","circulatory system"
"530.2","Esophageal bleeding (varices/hemorrhage)","Both",1,"530","digestive"
"450","Noninfectious disorders of lymphatic channels","Both",1,"450","circulatory system"
"452.8","Postphlebitic syndrome","Both",1,"452","circulatory system"
"429.1","Heart transplant/surgery","Both",1,"429.1","circulatory system"
"402","Elevated blood pressure reading without diagnosis of hypertension","Both",0,"402","circulatory system"
"520.1","Hereditary disturbances in tooth structure","Both",1,"520","digestive"
"520.2","Disturbances in tooth eruption","Both",1,"520","digestive"
"521.4","Tooth complications likely association with other diseases","Both",1,"521","digestive"
"523.31","Acute periodontitis","Both",1,"523","digestive"
"523.32","Chronic periodontitis","Both",1,"523","digestive"
"526.4","Temporomandibular joint disorders","Both",0,"526","digestive"
"526.41","Temporomandibular joint disorder, unspecified","Both",1,"526","digestive"
"526.42","Arthralgia/ankylosis of temporomandibular joint","Both",1,"526","digestive"
"526.1","Cysts of the jaws","Both",1,"526","digestive"
"526.5","Inflammatory conditions of jaw","Both",1,"526","digestive"
"526.8","Exostosis of jaw","Both",1,"526","digestive"
"526.9","Jaw disease NOS","Both",1,"526","digestive"
"526.3","Anomalies of jaw size/symmetry","Both",1,"526","digestive"
"527.1","Hypertrophy of salivary gland","Both",1,"527","digestive"
"527.2","Sialoadenitis","Both",1,"527","digestive"
"527.7","Disturbance of salivary secretion","Both",1,"527","digestive"
"527.8","Other specified diseases of the salivary glands","Both",1,"527","digestive"
"528.1","Stomatitis and mucositis","Both",0,"528","digestive"
"528.11","Stomatitis and mucositis (ulcerative)","Both",1,"528","digestive"
"528.12","Oral aphthae","Both",1,"528","digestive"
"528.5","Diseases of lips","Both",1,"528","digestive"
"528.4","Cysts of oral soft tissues","Both",0,"528","digestive"
"528.41","Cyst of the salivary gland","Both",1,"528","digestive"
"528.6","Leukoplakia of oral mucosa","Both",1,"528","digestive"
"528.3","Cellulitis and abscess of oral soft tissues","Both",1,"528","digestive"
"529.1","Glossitis","Both",1,"529","digestive"
"529.6","Glossodynia","Both",1,"529","digestive"
"528.7","Sialolithiasis","Both",1,"528","digestive"
"530.11","GERD","Both",1,"530","digestive"
"530.12","Ulcer of esophagus","Both",1,"530","digestive"
"530.13","Barrett's esophagus","Both",1,"530","digestive"
"530.6","Diverticulum of esophagus, acquired","Both",1,"530","digestive"
"530.14","Reflux esophagitis","Both",1,"530","digestive"
"531.5","Gastrojejunal ulcer","Both",1,"531","digestive"
"535.2","Atrophic gastritis","Both",1,"535","digestive"
"535.8","Other specified gastritis","Both",1,"535","digestive"
"535.9","Gastritis and duodenitis, NOS","Both",1,"535","digestive"
"536.3","Gastroparesis","Both",1,"536","digestive"
"536.8","Dyspepsia and other specified disorders of function of stomach","Both",1,"536","digestive"
"537.1","Lesions of stomach and duodenum","Both",1,"537","digestive"
"530.7","Gastroesophageal laceration-hemorrhage syndrome","Both",1,"530","digestive"
"550.1","Inguinal hernia","Both",1,"550","digestive"
"550.2","Diaphragmatic hernia","Both",1,"550","digestive"
"550.3","Femoral hernia","Both",1,"550","digestive"
"550.4","Umbilical hernia","Both",1,"550","digestive"
"550.5","Ventral hernia","Both",1,"550","digestive"
"550.6","Incisional hernia","Both",1,"550","digestive"
"540.1","Appendicitis","Both",0,"540","digestive"
"540.11","Acute appendicitis","Both",1,"540","digestive"
"558","Noninfectious gastroenteritis","Both",1,"558","digestive"
"560.1","Paralytic ileus","Both",1,"560","digestive"
"560.2","Impaction of intestine","Both",1,"560","digestive"
"560.3","Peritoneal or intestinal adhesions","Both",1,"560","digestive"
"560.4","Other intestinal obstruction","Both",1,"560","digestive"
"562.1","Diverticulosis","Both",1,"562","digestive"
"562.2","Diverticulitis","Both",1,"562","digestive"
"565.1","Anal and rectal polyp","Both",1,"565","digestive"
"574.12","Cholelithiasis with other cholecystitis","Both",1,"574","digestive"
"574.2","Calculus of bile duct","Both",1,"574","digestive"
"574.3","Cholecystitis without cholelithiasis","Both",1,"574","digestive"
"575.7","Other disorders of gallbladder","Both",1,"575","digestive"
"578.8","Hemorrhage of rectum and anus","Both",1,"578","digestive"
"575.9","Nonspecific abnormal findings on radiological and other examination of biliary tract","Both",1,"575","digestive"
"575.8","Other disorders of biliary tract","Both",1,"575","digestive"
"575.2","Obstruction of bile duct","Both",1,"575","digestive"
"571.8","Liver abscess and sequelae of chronic liver disease","Both",0,"571","digestive"
"573.7","Abnormal results of function study of liver","Both",1,"573.7","digestive"
"573.5","Jaundice (not of newborn)","Both",1,"573.5","digestive"
"563","Constipation","Both",0,"563","digestive"
"532","Dysphagia","Both",1,"532","digestive"
"556","Ulceration of the lower GI tract","Both",0,"556","digestive"
"556.11","Angiodysplasia of intestine (without mention of hemorrhage)","Both",1,"556","digestive"
"556.1","Ulceration of intestine","Both",0,"556","digestive"
"559","Ileostomy status","Both",1,"559","digestive"
"568.1","Peritoneal adhesions (postoperative) (postinfection)","Both",1,"568","digestive"
"425.8","Other cardiomyopathy","Both",1,"425","circulatory system"
"428.4","Heart failure with preserved EF [Diastolic heart failure]","Both",1,"428","circulatory system"
"428.3","Heart failure with reduced EF [Systolic or combined heart failure]","Both",1,"428","circulatory system"
"561","Symptoms involving digestive system","Both",0,"561","digestive"
"564.8","Abnormal findings on exam of gastrointestinal tract/ abdominal area","Both",0,"564","digestive"
"557","Intestinal malabsorption (non-celiac)","Both",1,"557","digestive"
"557.1","Celiac disease","Both",1,"557.1","digestive"
"569.2","Gastrointestinal complications","Both",1,"569","digestive"
"480.12","Pseudomonal pneumonia","Both",1,"480","respiratory"
"480.13","MRSA pneumonia","Both",1,"480","respiratory"
"580.1","Glomerulonephritis","Both",0,"580","genitourinary"
"580.11","Proliferative glomerulonephritis","Both",1,"580","genitourinary"
"580.2","Nephrotic syndrome without mention of glomerulonephritis","Both",1,"580","genitourinary"
"580.12","Non-proliferative glomerulonephritis","Both",1,"580","genitourinary"
"580.13","Acute glomerulonephritis, NOS","Both",1,"580","genitourinary"
"580.14","Chronic glomerulonephritis, NOS","Both",1,"580","genitourinary"
"580.3","Nephritis and nephropathy without mention of glomerulonephritis","Both",0,"580","genitourinary"
"580.31","Nephritis and nephropathy in diseases classified elsewhere","Both",1,"580","genitourinary"
"580.32","Nephritis and nephropathy with pathological lesion","Both",1,"580","genitourinary"
"580.4","Renal sclerosis, NOS","Both",1,"580","genitourinary"
"586.1","Anatomical abnormatilies of kidney and ureters","Both",0,"586","genitourinary"
"586.2","Cyst of kidney, acquired","Both",1,"586","genitourinary"
"585.1","Acute renal failure","Both",1,"585","genitourinary"
"585.2","Renal failure NOS","Both",1,"585","genitourinary"
"585.3","Chronic renal failure [CKD]","Both",0,"585","genitourinary"
"592.11","Acute cystitis","Both",1,"592","genitourinary"
"594","Urinary calculus","Both",0,"594","genitourinary"
"592.13","Chronic interstitial cystitis","Both",1,"592","genitourinary"
"592.12","Chronic cystitis","Both",1,"592","genitourinary"
"592.21","Urethral syndrome","Both",1,"592","genitourinary"
"594.1","Calculus of kidney","Both",1,"594","genitourinary"
"594.2","Calculus of lower urinary tract","Both",1,"594","genitourinary"
"594.8","Renal colic","Both",1,"594","genitourinary"
"598.9","Other nonspecific findings on examination of urine","Both",0,"598","genitourinary"
"586.3","Vascular disorders of kidney/hypertrophy","Both",1,"586","genitourinary"
"686.2","Impetigo","Both",1,"686.2","dermatologic"
"586.4","Stricture/obstruction of ureter","Both",1,"586","genitourinary"
"597.1","Urethral stricture (not specified as infectious)","Both",1,"597","genitourinary"
"597.8","Urethral hypermobility/ISD","Both",1,"597","genitourinary"
"593.1","Gross hematuria","Both",1,"593","genitourinary"
"599.3","Dysuria","Both",1,"599","genitourinary"
"599.4","Urinary incontinence","Both",1,"599","genitourinary"
"599.5","Frequency of urination and polyuria","Both",1,"599","genitourinary"
"599.6","Oliguria and anuria","Both",1,"599","genitourinary"
"599.9","Other abnormality of urination","Both",1,"599","genitourinary"
"599.7","Urethral discharge","Both",1,"599","genitourinary"
"599.8","Other symptoms involving urinary system","Both",1,"599","genitourinary"
"598.4","Other cells and casts in urine","Both",1,"598","genitourinary"
"601.3","Orchitis and epididymitis","Male",1,"601","genitourinary"
"601.4","Balanoposthitis","Male",1,"601","genitourinary"
"601.11","Acute prostatitis","Male",1,"601","genitourinary"
"601.12","Chronic prostatitis","Male",1,"601","genitourinary"
"601.8","Other inflammatory disorders of male genital organs","Male",1,"601","genitourinary"
"602.3","Dysplasia of prostate","Male",1,"602","genitourinary"
"603.1","Hydrocele","Male",1,"603","genitourinary"
"610.2","Fibroadenosis of breast","Female",1,"610","genitourinary"
"610.8","Other specified benign mammary dysplasias","Female",1,"610.8","genitourinary"
"610.3","Fibrosclerosis of breast","Female",1,"610","genitourinary"
"610.4","Benign neoplasm of breast","Female",1,"610","genitourinary"
"614.1","Pelvic peritoneal adhesions, female (postoperative) (postinfection)","Female",1,"614","genitourinary"
"614.3","Pelvic inflammatory disease (PID)","Female",0,"614","genitourinary"
"614.31","Acute inflammatory pelvic disease","Female",1,"614","genitourinary"
"614.33","Pelvic inflammatory disease, NOS","Female",1,"614","genitourinary"
"614.32","Chronic inflammatory pelvic disease","Female",1,"614","genitourinary"
"614.4","Inflammatory diseases of uterus, except cervix","Female",1,"614","genitourinary"
"614.5","Inflammatory disease of cervix, vagina, and vulva","Female",0,"614","genitourinary"
"614.51","Cervicitis and endocervicitis","Female",1,"614","genitourinary"
"614.52","Vaginitis and vulvovaginitis","Female",1,"614","genitourinary"
"614.53","Cyst or abscess of Bartholin's gland","Female",1,"614","genitourinary"
"614.54","Abscess or ulceration of vulva","Female",1,"614","genitourinary"
"618.2","Uterine/Uterovaginal prolapse","Female",1,"618","genitourinary"
"618.5","Prolapse of vaginal vault after hysterectomy","Female",1,"618","genitourinary"
"618.6","Vaginal enterocele, congenital or acquired","Female",1,"618","genitourinary"
"627.21","Symptomatic artificial menopause","Female",1,"627","genitourinary"
"627.4","Premenopausal menorrhagia","Female",1,"627","genitourinary"
